DOI,Title,Link
10.1016/j.jss.2022.111557,Efficient transformer with code token learner for code clone detection,https://www.sciencedirect.com/science/article/pii/S0164121222002333
10.1016/j.jss.2022.111552,Work-from-home is here to stay: Call for flexibility in post-pandemic work policies,https://www.sciencedirect.com/science/article/pii/S016412122200228X
10.1016/j.jss.2022.111555,"A survey of blockchain consensus safety and security: State-of-the-art, challenges, and future work",https://www.sciencedirect.com/science/article/pii/S016412122200231X
10.1016/j.jss.2022.111544,Theory of constructed emotion meets RE: An industrial case study,https://www.sciencedirect.com/science/article/pii/S0164121222002205
10.1016/j.jss.2022.111554,Software practitioners’ point of view on technical debt payment,https://www.sciencedirect.com/science/article/pii/S0164121222002308
10.1016/j.jss.2022.111546,A mobile intelligent guide system for visually impaired pedestrian,https://www.sciencedirect.com/science/article/pii/S0164121222002229
10.1016/j.jss.2022.111547,Assessing industrial end-user programming of robotic production cells: A controlled experiment,https://www.sciencedirect.com/science/article/pii/S0164121222002230
10.1016/j.jss.2022.111551,A Monte Carlo tree search conceptual framework for feature model analyses,https://www.sciencedirect.com/science/article/pii/S0164121222002278
10.1016/j.jss.2022.111541,Feature models to boost the vulnerability management process,https://www.sciencedirect.com/science/article/pii/S0164121222002175
10.1016/j.jss.2022.111548,The Prevent-Model: Human and Organizational Factors Fostering Engineering of Safe and Secure Robotic Systems,https://www.sciencedirect.com/science/article/pii/S0164121222002242
10.1016/j.jss.2022.111539,Automating Feature Model maintainability evaluation using machine learning techniques,https://www.sciencedirect.com/science/article/pii/S0164121222002151
10.1016/j.jss.2022.111519,End-users’ knowledge and perception about security of clinical mobile health apps: A case study with two Saudi Arabian mHealth providers,https://www.sciencedirect.com/science/article/pii/S0164121222001959
10.1016/j.jss.2022.111550,Combine sliced joint graph with graph neural networks for smart contract vulnerability detection,https://www.sciencedirect.com/science/article/pii/S0164121222002266
10.1016/j.jss.2022.111545,Privacy explanations – A means to end-user trust,https://www.sciencedirect.com/science/article/pii/S0164121222002217
10.1016/j.jss.2022.111533,The language mutation problem: Leveraging language product lines for mutation testing of interpreters,https://www.sciencedirect.com/science/article/pii/S0164121222002096
10.1016/j.jss.2022.111549,Automatic creation of acceptance tests by extracting conditionals from requirements: NLP approach and case study,https://www.sciencedirect.com/science/article/pii/S0164121222002254
10.1016/j.jss.2022.111540,VIBE: Looking for Variability In amBiguous rEquirements,https://www.sciencedirect.com/science/article/pii/S0164121222002163
10.1016/j.jss.2022.111532,Spectrum-based feature localization for families of systems,https://www.sciencedirect.com/science/article/pii/S0164121222002084
10.1016/j.jss.2022.111538,Explaining quality attribute tradeoffs in automated planning for self-adaptive systems,https://www.sciencedirect.com/science/article/pii/S016412122200214X
10.1016/j.jss.2022.111523,The perspective of Brazilian software developers on data privacy,https://www.sciencedirect.com/science/article/pii/S0164121222001996
10.1016/j.jss.2022.111520,Applying Inter-Rater Reliability and Agreement in collaborative Grounded Theory studies in software engineering,https://www.sciencedirect.com/science/article/pii/S0164121222001960
10.1016/j.jss.2022.111517,Explainable persuasion for interactive design: The case of online gambling,https://www.sciencedirect.com/science/article/pii/S0164121222001935
10.1016/j.jss.2022.111525,Analysis of vulnerability fixing process in the presence of incorrect patches,https://www.sciencedirect.com/science/article/pii/S0164121222002011
10.1016/j.jss.2022.111512,QExplore: An exploration strategy for dynamic web applications using guided search,https://www.sciencedirect.com/science/article/pii/S0164121222001881
10.1016/j.jss.2022.111510,Variability modules,https://www.sciencedirect.com/science/article/pii/S0164121222001868
10.1016/j.jss.2022.111521,Revisiting the practices and pains of microservice architecture in reality: An industrial inquiry,https://www.sciencedirect.com/science/article/pii/S0164121222001972
10.1016/j.jss.2022.111515,A decade of code comment quality assessment: A systematic literature review,https://www.sciencedirect.com/science/article/pii/S0164121222001911
10.1016/j.jss.2022.111507,AMon: A domain-specific language and framework for adaptive monitoring of Cyber–Physical Systems,https://www.sciencedirect.com/science/article/pii/S0164121222001832
10.1016/j.jss.2022.111514,SCGRU: A general approach for identifying multiple classes of self-admitted technical debt with text generation oversampling,https://www.sciencedirect.com/science/article/pii/S016412122200190X
10.1016/j.jss.2022.111522,"How far does the predictive decision impact the software project? The cost, service time, and failure analysis from a cross-project defect prediction model",https://www.sciencedirect.com/science/article/pii/S0164121222001984
10.1016/j.jss.2022.111516,EUDability: A new construct at the intersection of End-User Development and Computational Thinking,https://www.sciencedirect.com/science/article/pii/S0164121222001923
10.1016/j.jss.2022.111506,Graph-based visualization of merge requests for code review,https://www.sciencedirect.com/science/article/pii/S0164121222001820
10.1016/j.jss.2022.111509,From forced Working-From-Home to voluntary working-from-anywhere: Two revolutions in telework,https://www.sciencedirect.com/science/article/pii/S0164121222001856
