DOI,Paper_Title,Link
10.1016/j.jss.2023.111919,Fine-grained smart contract vulnerability detection by heterogeneous code feature learning and automated dataset construction,https://www.sciencedirect.com/science/article/pii/S016412122300314X
10.1016/j.jss.2023.111921,"A systematic literature review on Windows malware detection: Techniques, research issues, and future directions",https://www.sciencedirect.com/science/article/pii/S0164121223003163
10.1016/j.jss.2023.111918,Extending the range of bugs that automated program repair can handle,https://www.sciencedirect.com/science/article/pii/S0164121223003138
10.1016/j.jss.2023.111937,Exploring the relation between personality traits and agile team climate: Aggregating results from a twice replicated study in a telecom company,https://www.sciencedirect.com/science/article/pii/S0164121223003321
10.1016/j.jss.2023.111928,Product lines of dataflows,https://www.sciencedirect.com/science/article/pii/S0164121223003230
10.1016/j.jss.2023.111920,"Design, implementation, and validation of a benchmark generator for combinatorial interaction testing tools",https://www.sciencedirect.com/science/article/pii/S0164121223003151
10.1016/j.jss.2023.111915,Feature causality,https://www.sciencedirect.com/science/article/pii/S0164121223003102
10.1016/j.jss.2023.111910,MicroFog: A framework for scalable placement of microservices-based IoT applications in federated Fog environments,https://www.sciencedirect.com/science/article/pii/S0164121223003059
10.1016/j.jss.2023.111904,The slow and the furious? Performance antipattern detection in Cyber–Physical Systems,https://www.sciencedirect.com/science/article/pii/S0164121223002996
10.1016/j.jss.2023.111913,RSFIN: A Rule Search-based Fuzzy Inference Network for performance prediction of configurable software systems,https://www.sciencedirect.com/science/article/pii/S0164121223003084
10.1016/j.jss.2023.111911,OneSpace: Detecting cross-language clones by learning a common embedding space,https://www.sciencedirect.com/science/article/pii/S0164121223003060
10.1016/j.jss.2023.111900,Trace matrix optimization for fault localization,https://www.sciencedirect.com/science/article/pii/S0164121223002959
10.1016/j.jss.2023.111914,Commit-time defect prediction using one-class classification,https://www.sciencedirect.com/science/article/pii/S0164121223003096
10.1016/j.jss.2023.111912,Revealing code change propagation channels by evolution history mining,https://www.sciencedirect.com/science/article/pii/S0164121223003072
10.1016/j.jss.2023.111901,Early analysis of requirements using NLP and Petri-nets,https://www.sciencedirect.com/science/article/pii/S0164121223002960
10.1016/j.jss.2023.111905,Co-simulation at different levels of expertise with Maestro2,https://www.sciencedirect.com/science/article/pii/S016412122300300X
10.1016/j.jss.2023.111903,Managing the changing understanding of benefits in software initiatives,https://www.sciencedirect.com/science/article/pii/S0164121223002984
10.1016/j.jss.2023.111897,Localizing faults using verification technique,https://www.sciencedirect.com/science/article/pii/S0164121223002923
10.1016/j.jss.2023.111896,Hierarchical features extraction and data reorganization for code search,https://www.sciencedirect.com/science/article/pii/S0164121223002911
10.1016/j.jss.2023.111886,Valkyrie: Improving fuzzing performance through deterministic techniques,https://www.sciencedirect.com/science/article/pii/S0164121223002819
10.1016/j.jss.2023.111884,A study on classifying Stack Overflow questions based on difficulty by utilizing contextual features,https://www.sciencedirect.com/science/article/pii/S0164121223002790
10.1016/j.jss.2023.111881,Potential effectiveness and efficiency issues in usability evaluation within digital health: A systematic literature review,https://www.sciencedirect.com/science/article/pii/S0164121223002765
10.1016/j.jss.2023.111885,Performability evaluation of NoSQL-based storage systems,https://www.sciencedirect.com/science/article/pii/S0164121223002807
10.1016/j.jss.2023.111899,"A Multi-vocal Literature Review on challenges and critical success factors of phishing education, training and awareness",https://www.sciencedirect.com/science/article/pii/S0164121223002947
10.1016/j.jss.2023.111902,Detecting security vulnerabilities with vulnerability nets,https://www.sciencedirect.com/science/article/pii/S0164121223002972
10.1016/j.jss.2023.111898,BERT based severity prediction of bug reports for the maintenance of mobile applications,https://www.sciencedirect.com/science/article/pii/S0164121223002935
10.1016/j.jss.2023.111887,"Programming under the influence: On the effect of Heat, Noise, and Alcohol on novice programmers",https://www.sciencedirect.com/science/article/pii/S0164121223002820
10.1016/j.jss.2023.111878,An Empirical Investigation Into the Influence of Software Communities’ Cultural and Geographical Dispersion on Productivity,https://www.sciencedirect.com/science/article/pii/S016412122300273X
10.1016/j.jss.2023.111882,Ant-colony optimization for automating test model generation in model transformation testing,https://www.sciencedirect.com/science/article/pii/S0164121223002777
10.1016/j.jss.2023.111883,Learning input-aware performance models of configurable systems: An empirical evaluation,https://www.sciencedirect.com/science/article/pii/S0164121223002789
10.1016/j.jss.2023.111879,Benchmarking scalability of stream processing frameworks deployed as microservices in the cloud,https://www.sciencedirect.com/science/article/pii/S0164121223002741
10.1016/j.jss.2023.111875,EsArCost: Estimating repair costs of software architecture erosion using slice technology,https://www.sciencedirect.com/science/article/pii/S0164121223002704
10.1016/j.jss.2023.111872,Database management system performance comparisons: A systematic literature review,https://www.sciencedirect.com/science/article/pii/S0164121223002674
10.1016/j.jss.2023.111874,The effects of required security on software development effort,https://www.sciencedirect.com/science/article/pii/S0164121223002698
10.1016/j.jss.2023.111873,Iterative framework based on multi-task learning for service recommendation,https://www.sciencedirect.com/science/article/pii/S0164121223002686
10.1016/j.jss.2023.111876,Visualization of object-oriented software in a city metaphor: Comprehending the implemented variability and its technical debt,https://www.sciencedirect.com/science/article/pii/S0164121223002716
10.1016/j.jss.2023.111860,"Architecting ML-enabled systems: Challenges, best practices, and design decisions",https://www.sciencedirect.com/science/article/pii/S0164121223002558
10.1016/j.jss.2023.111880,SYNTONY: Potential-aware fuzzing with particle swarm optimization,https://www.sciencedirect.com/science/article/pii/S0164121223002753
10.1016/j.jss.2023.111858,Towards an understanding of intra-defect associations: Implications for defect prediction,https://www.sciencedirect.com/science/article/pii/S0164121223002534
10.1016/j.jss.2023.111856,Code semantic enrichment for deep code search,https://www.sciencedirect.com/science/article/pii/S0164121223002510
10.1016/j.jss.2023.111868,COPS: An improved information retrieval-based bug localization technique using context-aware program simplification,https://www.sciencedirect.com/science/article/pii/S0164121223002637
10.1016/j.jss.2023.111857,Automated functional and robustness testing of microservice architectures,https://www.sciencedirect.com/science/article/pii/S0164121223002522
10.1016/j.jss.2023.111831,Learning to empathize with users through design thinking in hybrid mode: Insights from two educational case studies,https://www.sciencedirect.com/science/article/pii/S0164121223002261
10.1016/j.jss.2023.111852,Incremental-concurrent fusion checking for efficient context consistency,https://www.sciencedirect.com/science/article/pii/S0164121223002479
10.1016/j.jss.2023.111855,"Data pipeline quality: Influencing factors, root causes of data-related issues, and processing problem areas for developers",https://www.sciencedirect.com/science/article/pii/S0164121223002509
10.1016/j.jss.2023.111834,Application Monitoring for bug reproduction in web-based applications,https://www.sciencedirect.com/science/article/pii/S0164121223002297
