Paper Title,Gender,Total Authors,Female Authors,Study Domain Terms,,Study_Area,Study_Area2,Author Name,gender_annotation,Affiliation,Country,lead?,local_Contribution?,national_collaboration?,International_collaboration?,Conceptualization,FemaleConCep,MaleConCep,Data Curation,Female,Male,Formal Analysis,Female,Male,Funding Acquisition,Investigation,Methodology,Project Administration,Resources,Software,Supervision,FemaleSup,MaleSup,Validation,Visualization,Writing â€“ Original Draft,Writing â€“ Review & Editing,FemaleLead,MaleLead
Understanding the perceived relevance of capability measures: A survey of Agile Software Development practitioners,Male,3,1,"Agile Software Development, Capability measures, Team performance, Survey, Practitioner perceptions","[title] Understanding the perceived relevance of capability measures: A survey of Agile Software Development practitioners [keywords]  Agile Software Development, Capability measures, Team performance, Survey, Practitioner perceptions",,,Sai Datta Vishnubhotla,0,"Department of Computer Science, BTH - Blekinge Tekniska HÃ¶gskola, Sweden",Sweden,0,1,1,0,1,0,1,1,0,,1,,,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1
,Female,,,,[title]  [keywords],,,Emilia Mendes,1,"Department of Computer Science, BTH - Blekinge Tekniska HÃ¶gskola, Sweden",Sweden,,,,,0,0,0,1,1,,0,,,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Lars Lundberg,0,"Department of Computer Science, BTH - Blekinge Tekniska HÃ¶gskola, Sweden",Sweden,,,,,0,0,0,0,0,,0,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Mining guidelines for architecting robotics software,Male,5,2,"Robotics software, Software architecture, ROS, Quality attributes, Guidelines","[title] Mining guidelines for architecting robotics software [keywords]  Robotics software, Software architecture, ROS, Quality attributes, Guidelines",,,Ivano Malavolta,0,"Vrije Universiteit Amsterdam, The Netherlands, Chalmers University of Technology, Sweden","Netherlands, Sweden",0,0,0,1,1,0,1,1,0,,0,,,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
,Female,,,,[title]  [keywords],,,Grace A. Lewis,1,"Software Engineering Institute, Carnegie Mellon University, PA, USA",USA,,,,,0,0,0,0,0,,0,,,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
,Male,,,,[title]  [keywords],,,Bradley Schmerl,0,"Institute for Software Research, Carnegie Mellon University, PA, USA",USA,,,,,0,0,0,0,0,,0,,,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
,Female,,,,[title]  [keywords],,,Patricia Lago,1,"Vrije Universiteit Amsterdam, The Netherlands, Chalmers University of Technology, Sweden","Netherlands, Sweden",,,,,0,0,0,0,0,,0,,,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
,Male,,,,[title]  [keywords],,,David Garlan,0,"Institute for Software Research, Carnegie Mellon University, PA, USA",USA,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Finding security threats that matter: Two industrial case studies,Female,6,1,"Threat analysis, Security threats, Empirical study, Agile development, DevOps","[title] Finding security threats that matter: Two industrial case studies [keywords]  Threat analysis, Security threats, Empirical study, Agile development, DevOps",,,Katja Tuma,1,"University of Gothenburg â€” Chalmers, Sweden",Sweden,1,0,0,1,1,1,0,1,1,,1,,,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0
,Male,,,,[title]  [keywords],,,Christian Sandberg,0,"Volvo, Sweden",Sweden,,,,,1,0,1,0,0,,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,Male,,,,[title]  [keywords],,,Urban Thorsson,0,"Volvo, Sweden",Sweden,,,,,1,0,1,0,0,,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,Male,,,,[title]  [keywords],,,Mathias Widman,0,"Volvo, Sweden",Sweden,,,,,1,0,1,0,0,,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,Male,,,,[title]  [keywords],,,Thomas Herpel,0,"Zukunft Mobility, Germany",Germany,,,,,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,Male,,,,[title]  [keywords],,,Riccardo Scandariato,0,"Hamburg University of Technology, Germany",Germany,,,,,1,0,1,0,0,,0,,,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0
A study on correlations between architectural smells and design patterns,Female,3,2,"Design patterns, Architectural smells, Software design, Empirical study, Open source software","[title] A study on correlations between architectural smells and design patterns [keywords]  Design patterns, Architectural smells, Software design, Empirical study, Open source software",,,Ilaria Pigazzini,1,"University of Milano - Bicocca, Milan, Italy",Italy,1,0,0,1,0,0,0,0,0,,1,,,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
,Female,,,,[title]  [keywords],,,Francesca Arcelli Fontana,1,"University of Milano - Bicocca, Milan, Italy",Italy,,,,,1,1,0,0,0,,0,,,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
,Male,,,,[title]  [keywords],,,Bartosz Walter,0,"Poznan University of Technology, Poznan, Poland",Poland,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Android code smells: From introduction to refactoring,Female,3,2,"Code smells, Mobile-specific code smells, Refactoring, Performance bottlenecks, Software maintenance","[title] Android code smells: From introduction to refactoring [keywords]  Code smells, Mobile-specific code smells, Refactoring, Performance bottlenecks, Software maintenance",,,Sarra Habchi,1,"University of Luxembourg, Luxembourg",Luxembourg,1,0,0,1,1,1,0,0,0,,0,,,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
,Female,,,,[title]  [keywords],,,Naouel Moha,1,"Ã‰cole de Technologie SupÃ©rieure, Canada",Canada,,,,,1,1,0,0,0,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Romain Rouvoy,0,"University of Lille / Inria / IUF, France",France,,,,,1,0,1,0,0,,0,,,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
System quality and security certification in seven weeks: A multi-case study in Spanish SMEs,Male,3,1,"System quality, Security, SMEs, Certification, Multi-case study","[title] System quality and security certification in seven weeks: A multi-case study in Spanish SMEs [keywords]  System quality, Security, SMEs, Certification, Multi-case study",,,Domingo Gaitero,0,"Proceso Social, c/ Julio Palacios 17, 28029, Madrid, Spain",Spain,0,0,1,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Female,,,,[title]  [keywords],,,Marcela Genero,1,"Information Technology and Systems Institute, University of Castilla-La Mancha, Paseo de la Universidad, 4, Ciudad Real, Spain",Spain,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,,,[title]  [keywords],,,Mario Piattini,0,"Information Technology and Systems Institute, University of Castilla-La Mancha, Paseo de la Universidad, 4, Ciudad Real, Spain",Spain,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
An extensive study on smell-aware bug localization,Female,4,1,"Bug localization, Information retrieval, Code smells, Software maintenance, Benchmarking","[title] An extensive study on smell-aware bug localization [keywords]  Bug localization, Information retrieval, Code smells, Software maintenance, Benchmarking",,,Aoi Takahashi,1,"School of Computing, Tokyo Institute of Technology, Tokyo, Japan",Japan,1,1,1,0,1,1,0,0,0,,0,,,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0
,Male,,,,[title]  [keywords],,,Natthawute Sae-Lim,0,"School of Computing, Tokyo Institute of Technology, Tokyo, Japan",Japan,,,,,1,0,1,0,0,,0,,,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
,Male,,,,[title]  [keywords],,,Shinpei Hayashi,0,"School of Computing, Tokyo Institute of Technology, Tokyo, Japan",Japan,,,,,1,0,1,0,0,,0,,,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0
,Male,,,,[title]  [keywords],,,Motoshi Saeki,0,"School of Computing, Tokyo Institute of Technology, Tokyo, Japan",Japan,,,,,0,0,0,0,0,,0,,,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
Digging into group establishment: Intervention design and evaluation,Male,2,1,"Group formation, Self-regulation, Peer-assessment, Software engineering education, Intervention design","[title] Digging into group establishment: Intervention design and evaluation [keywords]  Group formation, Self-regulation, Peer-assessment, Software engineering education, Intervention design",,,Ville IsomÃ¶ttÃ¶nen,0,"Faculty of Information Technology, University of JyvÃ¤skylÃ¤, JyvÃ¤skylÃ¤, Finland",Finland,0,1,1,0,1,0,1,0,0,,0,,,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1
,Female,,,,[title]  [keywords],,,Emmi Ritvos,1,"Faculty of Information Technology, University of JyvÃ¤skylÃ¤, JyvÃ¤skylÃ¤, Finland",Finland,,,,,0,0,0,0,0,,0,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Application of agile methods in traditional logistics companies and logistics startups,Female,2,1,"Agile methods, Logistics, IT departments, Delphi Study, Agility in logistics","[title] Application of agile methods in traditional logistics companies and logistics startups [keywords]  Agile methods, Logistics, IT departments, Delphi Study, Agility in logistics",,,Malena Zielske,1,"Hamburg University of Applied Sciences, Hamburg, Germany, Lufthansa Industry Solutions GmbH & Co. KG, Norderstedt, Germany",Germany,1,1,1,0,1,1,0,0,0,,0,,,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0
,Male,,,,[title]  [keywords],,,Tobias Held,0,"Hamburg University of Applied Sciences, Hamburg, Germany, Lufthansa Industry Solutions GmbH & Co. KG, Norderstedt, Germany",Germany,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
An empirical study on the co-occurrence between refactoring actions and Self-Admitted Technical Debt removal,Female,4,3,"Technical Debt, Refactoring, Software quality, Software maintenance, Empirical study","[title] An empirical study on the co-occurrence between refactoring actions and Self-Admitted Technical Debt removal [keywords]  Technical Debt, Refactoring, Software quality, Software maintenance, Empirical study",,,Martina Iammarino,1,"University of Sannio, Italy",Italy,1,1,1,0,0,0,0,1,1,,1,,,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
,Female,,,,[title]  [keywords],,,Fiorella Zampetti,1,"University of Sannio, Italy",Italy,,,,,0,0,0,1,1,,1,,,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
,Female,,,,[title]  [keywords],,,Lerina Aversano,1,"University of Sannio, Italy",Italy,,,,,1,1,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
,Male,,,,[title]  [keywords],,,Massimiliano Di Penta,0,"University of Sannio, Italy",Italy,,,,,1,0,1,0,0,,1,,,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Multilayered review of safety approaches for machine learning-based systems in the days of AI,Female,2,1,"AI safety, Machine learning, Software engineering, Systems engineering, Safety requirements","[title] Multilayered review of safety approaches for machine learning-based systems in the days of AI [keywords]  AI safety, Machine learning, Software engineering, Systems engineering, Safety requirements",,,Sangeeta Dey,1,"Department of Artificial Intelligence, Ajou University, Suwon City, 16499, Republic of Korea",South Korea,1,0,1,0,1,1,0,1,1,,0,,,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
,Male,,,,[title]  [keywords],,,Seok-Won Lee,0,"Department of Artificial Intelligence, Ajou University, Suwon City, 16499, Republic of Korea, Department of Software and Computer Engineering, Ajou University, Suwon City, 16499, Republic of Korea",South Korea,,,,,1,0,1,0,0,,0,,,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
Evaluating the effectiveness of risk containers to isolate change propagation,Male,3,1,"Risk containers, Change propagation, Software maintenance, Design patterns, Software architecture","[title] Evaluating the effectiveness of risk containers to isolate change propagation [keywords]  Risk containers, Change propagation, Software maintenance, Design patterns, Software architecture",,,Andrew Leigh,0,"The Open University, Computing and Communications Department, Milton Keynes, MK7 6AA, United Kingdom",United Kingdom,0,1,1,0,1,0,1,1,0,,1,,,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1
,Male,,,,[title]  [keywords],,,Michel Wermelinger,0,"The Open University, Computing and Communications Department, Milton Keynes, MK7 6AA, United Kingdom",United Kingdom,,,,,1,0,1,0,0,,1,,,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0
,Female,,,,[title]  [keywords],,,Andrea Zisman,1,"The Open University, Computing and Communications Department, Milton Keynes, MK7 6AA, United Kingdom",United Kingdom,,,,,1,1,0,0,0,,1,,,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0
Tigris: A DSL and framework for monitoring software systems at runtime,Male,2,1,"Software monitoring, Runtime analysis, Adaptation, Domain-specific language, Performance optimization","[title] Tigris: A DSL and framework for monitoring software systems at runtime [keywords]  Software monitoring, Runtime analysis, Adaptation, Domain-specific language, Performance optimization",,,Jhonny Mertz,0,"Universidade Federal do Rio Grande do Sul (UFRGS), Instituto de InformÃ¡tica, Porto Alegre, Brazil",Brazil,0,1,1,0,1,0,1,0,0,,0,,,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1
,Female,,,,[title]  [keywords],,,Ingrid Nunes,1,"Universidade Federal do Rio Grande do Sul (UFRGS), Instituto de InformÃ¡tica, Porto Alegre, Brazil",Brazil,,,,,1,1,0,0,0,,0,,,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
A systematic literature review and taxonomy of modern code review,Female,2,2,"Modern Code Review, Software quality assurance, Systematic literature review, Software engineering, Research gaps","[title] A systematic literature review and taxonomy of modern code review [keywords]  Modern Code Review, Software quality assurance, Systematic literature review, Software engineering, Research gaps",,,Nicole Davila,1,"Universidade Federal do Rio Grande do Sul (UFRGS), Instituto de InformÃ¡tica, Porto Alegre, Brazil",Brazil,1,1,1,0,1,1,0,1,1,,0,,,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0
,Female,,,,[title]  [keywords],,,Ingrid Nunes,1,"Universidade Federal do Rio Grande do Sul (UFRGS), Instituto de InformÃ¡tica, Porto Alegre, Brazil",Brazil,,,,,1,1,0,0,0,,0,,,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0
"The symptoms, causes, and repairs of bugs inside a deep learning library",Female,5,2,"Deep learning, Software bugs, Empirical study, TensorFlow, Safety-critical applications","[title] The symptoms, causes, and repairs of bugs inside a deep learning library [keywords]  Deep learning, Software bugs, Empirical study, TensorFlow, Safety-critical applications",,,Li Jia,1,"Shanghai Jiao Tong University, Shanghai 200240, China",China,1,0,0,1,0,0,0,1,1,,1,,,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0
,Male,,,,[title]  [keywords],,,Hao Zhong,0,"Shanghai Jiao Tong University, Shanghai 200240, China",China,,,,,1,0,1,0,0,,0,,,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
,Female,,,,[title]  [keywords],,,Xiaoyin Wang,1,"University of Texas at San Antonio, TX, USA",USA,,,,,1,1,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Linpeng Huang,0,"Shanghai Jiao Tong University, Shanghai 200240, China",China,,,,,0,0,0,0,0,,0,,,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Xuansheng Lu,0,"Shanghai Jiao Tong University, Shanghai 200240, China",China,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A Kubernetes controller for managing the availability of elastic microservice based stateful applications,Female,4,2,"Microservices, Kubernetes, High Availability, Cloud-native applications, Service availability","[title] A Kubernetes controller for managing the availability of elastic microservice based stateful applications [keywords]  Microservices, Kubernetes, High Availability, Cloud-native applications, Service availability",,,Leila Abdollahi Vayghan,1,"Engineering and Computer Science, Concordia University, Montreal, Canada",Canada,1,0,1,0,0,0,0,0,0,,0,,,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0
,Male,,,,[title]  [keywords],,,Mohamed Aymen Saied,0,"Computer Science and Software Engineering Department, Laval University, Quebec, Canada",Canada,,,,,0,0,0,0,0,,0,,,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
,Female,,,,[title]  [keywords],,,Maria Toeroe,1,"Ericsson Inc., Montreal, Canada",Canada,,,,,1,1,0,0,0,,0,,,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Ferhat Khendek,0,"Engineering and Computer Science, Concordia University, Montreal, Canada",Canada,,,,,1,0,1,0,0,,0,,,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
ProDSPL: Proactive self-adaptation based on Dynamic Software Product Lines,Female,4,3,"Dynamic Software Product Lines, Self-adaptation, Proactive approach, Configuration generation, Quality requirements","[title] ProDSPL: Proactive self-adaptation based on Dynamic Software Product Lines [keywords]  Dynamic Software Product Lines, Self-adaptation, Proactive approach, Configuration generation, Quality requirements",,,Inmaculada Ayala,1,"Departamento de Lenguajes y Ciencias de la ComputaciÃ³n, Universidad de MÃ¡laga, Spain, ITIS Software, Universidad de MÃ¡laga, Spain",Spain,1,0,0,1,1,1,0,1,1,,1,,,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0
,Male,,,,[title]  [keywords],,,Alessandro V. Papadopoulos,0,"MÃ¤lardalens hÃ¶gskola, Sweden",Sweden,,,,,1,0,1,1,0,,1,,,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0
,Female,,,,[title]  [keywords],,,Mercedes Amor,1,"Departamento de Lenguajes y Ciencias de la ComputaciÃ³n, Universidad de MÃ¡laga, Spain, ITIS Software, Universidad de MÃ¡laga, Spain",Spain,,,,,1,1,0,0,0,,0,,,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
,Female,,,,[title]  [keywords],,,Lidia Fuentes,1,"Departamento de Lenguajes y Ciencias de la ComputaciÃ³n, Universidad de MÃ¡laga, Spain, ITIS Software, Universidad de MÃ¡laga, Spain",Spain,,,,,0,0,0,0,0,,0,,,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0
"A systematic literature review of blockchain and smart contract development: Techniques, tools, and open challenges",Female,4,1,"Blockchain, Smart contracts, Software engineering, Systematic review, Software development","[title] A systematic literature review of blockchain and smart contract development: Techniques, tools, and open challenges [keywords]  Blockchain, Smart contracts, Software engineering, Systematic review, Software development",,,Anna Vacca,1,"Department of Engineering, University of Sannio, Italy",Italy,1,1,1,0,0,0,0,1,1,,0,,,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0
,Male,,,,[title]  [keywords],,,Andrea Di Sorbo,0,"Department of Engineering, University of Sannio, Italy",Italy,,,,,1,0,1,0,0,,0,,,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
,Male,,,,[title]  [keywords],,,Corrado A. Visaggio,0,"Department of Engineering, University of Sannio, Italy",Italy,,,,,1,0,1,0,0,,0,,,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0
,Male,,,,[title]  [keywords],,,Gerardo Canfora,0,"Department of Engineering, University of Sannio, Italy",Italy,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
A family of experiments to generate graphical user interfaces from BPMN models with stereotypes,Male,4,1,"GUI design, BPMN, UML, Stereotypes, Experimentation","[title] A family of experiments to generate graphical user interfaces from BPMN models with stereotypes [keywords]  GUI design, BPMN, UML, Stereotypes, Experimentation",,,Eduardo DÃ­az,0,"Escola TÃ¨cnica Superior dâ€™Enginyeria, Departament dâ€™InformÃ tica, Universitat de ValÃ¨ncia, Burjassot, ValÃ¨ncia, Spain",Spain,0,0,0,1,1,0,1,0,0,,0,,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
,Male,,,,[title]  [keywords],,,JosÃ© Ignacio Panach,0,"Escola TÃ¨cnica Superior dâ€™Enginyeria, Departament dâ€™InformÃ tica, Universitat de ValÃ¨ncia, Burjassot, ValÃ¨ncia, Spain",Spain,,,,,1,0,1,0,0,,0,,,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
,Female,,,,[title]  [keywords],,,Silvia Rueda,1,"Escola TÃ¨cnica Superior dâ€™Enginyeria, Departament dâ€™InformÃ tica, Universitat de ValÃ¨ncia, Burjassot, ValÃ¨ncia, Spain",Spain,,,,,0,0,0,0,0,,0,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
,Male,,,,[title]  [keywords],,,Damiano Distante,0,"University of Rome Unitelma Sapienza, Viale Regina Elena, Rome, Italy",Italy,,,,,0,0,0,0,0,,0,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Signal-Based Properties of Cyber-Physical Systems: Taxonomy and Logic-based Characterization,Female,5,1,"Cyber-physical systems, Signal-based properties, Temporal logics, Taxonomy, Requirements specifications","[title] Signal-Based Properties of Cyber-Physical Systems: Taxonomy and Logic-based Characterization [keywords]  Cyber-physical systems, Signal-based properties, Temporal logics, Taxonomy, Requirements specifications",,,Chaima Boufaied,1,"Interdisciplinary Centre for Security, Reliability and Trust (SnT), University of Luxembourg, Luxembourg",Luxembourg,1,0,0,1,1,1,0,0,0,,0,,,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
,Male,,,,[title]  [keywords],,,Maris Jukss,0,"Interdisciplinary Centre for Security, Reliability and Trust (SnT), University of Luxembourg, Luxembourg",Luxembourg,,,,,1,0,1,0,0,,0,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
,Male,,,,[title]  [keywords],,,Domenico Bianculli,0,"Interdisciplinary Centre for Security, Reliability and Trust (SnT), University of Luxembourg, Luxembourg, School of EECS, University of Ottawa, Canada","Luxembourg, Canada",,,,,1,0,1,0,0,,0,,,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Lionel Claude Briand,0,"Interdisciplinary Centre for Security, Reliability and Trust (SnT), University of Luxembourg, Luxembourg, School of EECS, University of Ottawa, Canada","Luxembourg, Canada",,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Yago Isasi Parache,0,"LuxSpace SÃ rl, Luxembourg",Luxembourg,,,,,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
A comprehensive comparative study of clustering-based unsupervised defect prediction models,Male,8,2,"Defect prediction, Clustering, Unsupervised learning, Software engineering, Performance evaluation","[title] A comprehensive comparative study of clustering-based unsupervised defect prediction models [keywords]  Defect prediction, Clustering, Unsupervised learning, Software engineering, Performance evaluation",,,Zhou Xu,0,"Key Laboratory of Dependable Service Computing in Cyber Physical Society (Chongqing University), Ministry of Education, China, School of Big Data and Software Engineering, Chongqing University, Chongqing, China",China,0,0,0,1,0,0,0,1,0,,0,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
,Female,,,,[title]  [keywords],,,Li Li,1,"Faculty of Information Technology, Monash University, Australia",Australia,,,,,1,1,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Meng Yan,0,"Key Laboratory of Dependable Service Computing in Cyber Physical Society (Chongqing University), Ministry of Education, China, School of Big Data and Software Engineering, Chongqing University, Chongqing, China",China,,,,,0,0,0,0,0,,1,,,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
,Male,,,,[title]  [keywords],,,Jin Liu,0,"School of Computer Science, Wuhan University, Wuhan, China",China,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
,Male,,,,[title]  [keywords],,,Xiapu Luo,0,"Department of Computing, The Hong Kong Polytechnic University, Hong Kong, China",Hong Kong,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,Male,,,,[title]  [keywords],,,John Grundy,0,"Faculty of Information Technology, Monash University, Australia",Australia,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Yifeng Zhang,0,"School of Computer Science, Wuhan University, Wuhan, China",China,,,,,0,0,0,0,0,,0,,,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
,Female,,,,[title]  [keywords],,,Xiaohong Zhang,1,"Key Laboratory of Dependable Service Computing in Cyber Physical Society (Chongqing University), Ministry of Education, China, School of Big Data and Software Engineering, Chongqing University, Chongqing, China",China,,,,,0,0,0,0,0,,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
On the impact of release policies on bug handling activity: A case study of Eclipse,Female,4,2,"Bug handling, Software release policies, Software engineering, Continuous development, Eclipse","[title] On the impact of release policies on bug handling activity: A case study of Eclipse [keywords]  Bug handling, Software release policies, Software engineering, Continuous development, Eclipse",,,Zeinab Abou Khalil,1,"Software Engineering Lab, University of Mons, Avenue Maistriau 15, B-7000 Mons, Belgium, UniversitÃ© de Lille, Lille, France, INRIA Lille â€“ Nord Europe, France","Belgium, France",1,0,0,1,1,1,0,1,1,,1,,,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
,Female,,,,[title]  [keywords],,,Eleni Constantinou,1,"Eindhoven University of Technology, Groene Loper 5, 5612 AE, Eindhoven, Netherlands",Netherlands,,,,,1,1,0,1,1,,1,,,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0
,Male,,,,[title]  [keywords],,,Tom Mens,0,"Software Engineering Lab, University of Mons, Avenue Maistriau 15, B-7000 Mons, Belgium",Belgium,,,,,1,0,1,0,0,,1,,,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0
,Male,,,,[title]  [keywords],,,Laurence Duchien,0,"UniversitÃ© de Lille, Lille, France, INRIA Lille â€“ Nord Europe, France",France,,,,,0,0,0,0,0,,0,,,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
How are issue reports discussed in Gitter chat rooms?,Female,3,1,"Open source software development, Communication, Chat systems, Gitter, Issue reports","[title] How are issue reports discussed in Gitter chat rooms? [keywords]  Open source software development, Communication, Chat systems, Gitter, Issue reports",,,Hareem Sahar,1,"University of Alberta, Edmonton, Canada",Canada,1,1,1,0,1,1,0,1,1,,0,,,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0
,Male,,,,[title]  [keywords],,,Abram Hindle,0,"University of Alberta, Edmonton, Canada",Canada,,,,,1,0,1,0,0,,0,,,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Cor-Paul Bezemer,0,"University of Alberta, Edmonton, Canada",Canada,,,,,1,0,1,0,0,,0,,,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
Convolutional neural networks for enhanced classification mechanisms of metamodels,Female,5,1,"Model-Driven Engineering, Metamodels, Classification, Convolutional neural networks, Supervised learning","[title] Convolutional neural networks for enhanced classification mechanisms of metamodels [keywords]  Model-Driven Engineering, Metamodels, Classification, Convolutional neural networks, Supervised learning",,,Phuong T. Nguyen,1,"UniversitÃ  degli studi dellâ€™Aquila, 67100 Lâ€™Aquila, Italy",Italy,1,0,1,0,1,1,0,0,0,,0,,,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
,Male,,,,[title]  [keywords],,,Davide Di Ruscio,0,"UniversitÃ  degli studi dellâ€™Aquila, 67100 Lâ€™Aquila, Italy",Italy,,,,,1,0,1,0,0,,0,,,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Alfonso Pierantonio,0,"UniversitÃ  degli studi dellâ€™Aquila, 67100 Lâ€™Aquila, Italy",Italy,,,,,1,0,1,0,0,,0,,,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
,Male,,,,[title]  [keywords],,,Juri Di Rocco,0,"UniversitÃ  degli studi dellâ€™Aquila, 67100 Lâ€™Aquila, Italy",Italy,,,,,0,0,0,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
,Male,,,,[title]  [keywords],,,Ludovico Iovino,0,"Gran Sasso Science Institute, Italy",Italy,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
